Date,Tank,Treatment,Temperature,pCO2,Time,O2,Temp,Light,pH,ALK,gCaCO3h-1,gCaCO3h-1m-2,pCO2 (CO2SYS)NBS,DIC (CO2SYS)NBS,CO3 (CO2SYS)NBS,O Ca (CO2SYS)NBS,O Ar (CO2SYS)NBS,AT/DIC,Calcifiers,Photosynthesizers,Prop,Coral,Hali
21-07-15,T6,Green,PD,RCP,7:00,0.09,20.8,42,7.81,2.282,0.027,0.042,1025.04,2175.652,94.102,2.235,1.458,1.048880979,28.91566266,53.01204819,Coral,26.5060241,8.43373494
21-07-15,T11,Green,PD,RCP,12:00,3.94,20.83,306,7.93,2.23,0.226,0.355,735.654,2078.726,117.434,2.79,1.82,1.072772458,39.75903614,57.8313253,Coral,28.91566265,9.638554217
21-07-15,T2,Green,PD,RCP,12:00,3.44,20.86,205,7.88,2.247,0.107,0.168,844.09,2114.93,107.096,2.544,1.66,1.062446511,40.96385542,55.42168675,Coral,27.71084337,0
21-07-15,T6,Green,PD,RCP,12:00,3.55,21.81,379,7.98,2.257,0.317,0.499,657.856,2077.922,134.843,3.206,2.097,1.086181291,28.91566266,53.01204819,Coral,26.5060241,8.43373494
21-07-15,T10,Red,RCP,RCP,7:00,-0.16,24,36,7.87,2.278,-0.005,-0.008,899.928,2133.767,116.075,2.767,1.821,1.067595478,13.25301204,54.21686746,Algae,0,32.53012048
21-07-15,T3,Red,RCP,RCP,7:00,0.36,23.82,35,7.9,2.275,0.071,0.112,823.096,2114.038,125.107,2.957,1.947,1.076139596,31.3253012,73.4939759,Coral,2.409638554,0
21-07-15,T9,Red,RCP,RCP,7:00,0.33,24.08,42,7.87,2.291,-0.031,-0.049,905.727,2145.849,117.007,2.79,1.836,1.067642691,3.614457831,57.8313253,Algae,1.204819277,19.27710843
21-07-15,T10,Red,RCP,RCP,12:00,2.53,24.13,306,7.97,2.234,0.053,0.083,679.054,2047.941,139.168,3.318,2.185,1.090851738,13.25301204,54.21686746,Algae,0,32.53012048
21-07-15,T3,Red,RCP,RCP,12:00,4.16,24.05,205,7.96,2.243,0.157,0.247,699.847,2061.416,136.76,3.26,2.146,1.088087024,31.3253012,73.4939759,Coral,2.409638554,0
21-07-15,T9,Red,RCP,RCP,12:00,4.8,24.61,379,8.07,2.262,0.137,0.215,526.743,2022.653,172.703,4.121,2.717,1.118333199,3.614457831,57.8313253,Algae,1.204819277,19.27710843
21-07-15,T1,Yellow,RCP,PD,7:00,0.37,23.69,35,8.1,2.281,0.099,0.156,481.84,2023.44,183.502,4.337,2.855,1.127288183,4.819277108,38.55421687,Coral,4.819277108,0
21-07-15,T12,Yellow,RCP,PD,7:00,0.21,23.92,36,8.12,2.269,-0.044,-0.069,458.711,2007.05,186.806,4.453,2.93,1.130514935,9.638554217,46.98795181,Algae,9.638554217,4.819277108
21-07-15,T7,Yellow,RCP,PD,7:00,0.35,24.24,42,8.15,2.291,-0.014,-0.022,426.84,2008.255,200.833,4.789,3.154,1.140791384,2.409638554,79.51807229,Coral,1.204819277,0
21-07-15,T1,Yellow,RCP,PD,12:00,3.44,23.84,205,8.17,2.253,0.2,0.315,395.786,1964.992,202.597,4.829,3.176,1.146569553,4.819277108,38.55421687,Coral,4.819277108,0
21-07-15,T12,Yellow,RCP,PD,12:00,3.94,23.99,306,8.16,2.229,0.026,0.041,402.833,1947.715,197.503,4.708,3.099,1.144417946,9.638554217,46.98795181,Algae,9.638554217,4.819277108
21-07-15,T7,Yellow,RCP,PD,12:00,3.55,24.89,379,8.3,2.254,0.17,0.267,273.004,1877.265,259.555,6.195,4.088,1.200682908,2.409638554,79.51807229,Coral,1.204819277,0
03-09-15,T4,Blue,PD,PD,7:00,-0.27,21.93,87,8.09,2.275,0.059,0.093,479.821,2021.349,178.5,4.141,2.716,1.125486,32.53012048,36.14457831,Coral,28.91566265,0
03-09-15,T5,Blue,PD,PD,7:00,0.36,21.54,128,8.12,2.313,0.131,0.206,448.305,2042.556,190.043,4.408,2.887,1.132404693,36.14457831,43.37349397,Coral,36.14457831,0
03-09-15,T8,Blue,PD,PD,7:00,-0.19,21.89,46,8.09,2.273,0.157,0.247,479.272,2019.767,178.158,4.133,2.71,1.125377333,50.60240964,55.42168674,Coral,46.98795181,0
03-09-15,T4,Blue,PD,PD,12:00,3.68,22.81,765,,,,,,,,,,,32.53012048,36.14457831,Coral,28.91566265,0
03-09-15,T5,Blue,PD,PD,12:00,,23.73,700,8.18,2.271,0.205,0.322,379.33,1960.805,215.039,5.039,3.32,1.158197781,36.14457831,43.37349397,Coral,36.14457831,0
03-09-15,T8,Blue,PD,PD,12:00,4.57,22.46,830,8.12,2.262,0.237,0.373,444.462,1996.31,186.503,4.365,2.866,1.133090552,50.60240964,55.42168674,Coral,46.98795181,0
03-09-15,T11,Green,PD,RCP,7:00,-0.22,22.24,78,7.79,2.273,0.076,0.12,1063.391,2155.169,99.965,2.319,1.522,1.054673671,53.01204819,81.92771085,Algae,19.27710843,38.55421687
03-09-15,T2,Green,PD,RCP,7:00,0.11,22.3,46,7.83,2.258,0.234,0.368,953.602,2124.568,107.901,2.504,1.644,1.062804297,60.24096386,68.67469879,Coral,20.48192771,0
03-09-15,T6,Green,PD,RCP,7:00,0.62,21.75,158,7.86,2.308,0.05,0.079,898.513,2163.008,115.497,2.679,1.756,1.067032577,18.07228916,49.39759037,Algae,16.86746988,33.73493976
03-09-15,T11,Green,PD,RCP,12:00,5,23.08,1151,8.03,2.246,0.566,0.89,566.835,2024.706,159.046,3.725,2.449,1.109296856,53.01204819,81.92771085,Algae,19.27710843,38.55421687
03-09-15,T2,Green,PD,RCP,12:00,4.7,23.28,693,7.98,2.207,0.69,1.085,632.45,2005.335,145.486,3.378,2.224,1.100564245,60.24096386,68.67469879,Coral,20.48192771,0
03-09-15,T6,Green,PD,RCP,12:00,3.24,22.51,680,8.01,2.261,0.167,0.263,600.232,2052.027,151.914,3.556,2.335,1.101837354,18.07228916,49.39759037,Algae,16.86746988,33.73493976
03-09-15,T10,Red,RCP,RCP,7:00,-0.45,25.48,42,7.82,2.287,-0.065,-0.102,1016.895,2141.497,116.685,2.715,1.799,1.067944527,26.50602409,69.87951807,Algae,2.409638554,13.25301205
03-09-15,T3,Red,RCP,RCP,7:00,-0.89,25.24,39,7.76,2.314,-0.248,-0.39,1198.992,2193.35,103.901,2.417,1.601,1.055007181,25.30120482,62.65060241,Coral,10.84337349,0
03-09-15,T9,Red,RCP,RCP,7:00,1.09,25.25,142,7.9,2.323,-0.05,-0.079,836.559,2141.55,138.159,3.214,2.128,1.084728351,2.409638554,84.33734941,Algae,2.409638554,24.09638554
03-09-15,T10,Red,RCP,RCP,12:00,5.15,26.22,846,7.99,2.269,0.122,0.192,651.018,2047.24,161.258,3.789,2.516,1.108321447,26.50602409,69.87951807,Algae,2.409638554,13.25301205
03-09-15,T3,Red,RCP,RCP,12:00,6.69,26.71,743,8.04,2.286,0.381,0.599,568.881,2027.059,183.903,4.285,2.851,1.127742212,25.30120482,62.65060241,Coral,10.84337349,0
03-09-15,T9,Red,RCP,RCP,12:00,3.68,26.67,685,8.18,2.272,0.109,0.171,384.149,1939.297,230.176,5.412,3.599,1.17155856,2.409638554,84.33734941,Algae,2.409638554,24.09638554
03-09-15,T1,Yellow,RCP,PD,7:00,-0.12,25.71,49,8.17,2.272,-0.013,-0.02,389.813,1944.992,225.136,5.239,3.475,1.168128198,13.25301205,50.60240963,Coral,8.433734939,4.819277108
03-09-15,T12,Yellow,RCP,PD,7:00,-0.25,25.48,34,8.19,2.271,0.055,0.086,367.441,1933.298,231.699,5.391,3.573,1.174676641,12.04819277,49.39759036,Algae,10.84337349,4.819277108
03-09-15,T7,Yellow,RCP,PD,7:00,1.24,25.55,211,8.2,2.291,0.125,0.197,360.353,1944.27,238.246,5.543,3.675,1.178334285,7.228915662,95.18072289,Coral,2.409638554,1.204819277
03-09-15,T1,Yellow,RCP,PD,12:00,4.7,27,734,8.32,2.26,0.03,0.047,249.329,1822.368,294.197,6.857,4.567,1.240144691,13.25301205,50.60240963,Coral,8.433734939,4.819277108
03-09-15,T12,Yellow,RCP,PD,12:00,5,26.9,645,8.28,2.266,0.125,0.197,285.622,1866.028,272.395,6.407,4.263,1.214344051,12.04819277,49.39759036,Algae,10.84337349,4.819277108
03-09-15,T7,Yellow,RCP,PD,12:00,3.24,27.13,674,8.48,2.246,0.38,0.598,151.475,1698.057,364.412,8.574,5.709,1.322688225,7.228915662,95.18072289,Coral,2.409638554,1.204819277
22-10-15,T4,Blue,PD,PD,7:00,2.43,25.31,282,8.19,2.276,0.251,0.395,364.378,1931.098,235.142,5.42,3.591,1.178604089,27.71084337,42.16867469,Coral,24.09638554,0
22-10-15,T5,Blue,PD,PD,7:00,2.08,25.06,297,8.18,2.264,0.303,0.477,372.625,1928.671,228.593,5.268,3.488,1.17386532,26.5060241,59.03614458,Coral,26.5060241,0
22-10-15,T8,Blue,PD,PD,7:00,2.51,24.51,266,8.15,2.278,0.261,0.41,420.239,1986.86,204.698,4.842,3.195,1.14653272,26.5060241,54.21686747,Coral,26.5060241,0
22-10-15,T4,Blue,PD,PD,12:00,3.85,25.3,922,8.33,2.26,0.343,0.539,238.225,1821.136,292.878,6.751,4.472,1.24098365,27.71084337,42.16867469,Coral,24.09638554,0
22-10-15,T5,Blue,PD,PD,12:00,4.09,25.8,970,8.34,2.244,0.475,0.747,229.458,1795.508,298.107,6.874,4.562,1.249785576,26.5060241,59.03614458,Coral,26.5060241,0
22-10-15,T8,Blue,PD,PD,12:00,3.3,25.72,874,8.39,2.257,0.716,1.126,197.582,1770.096,322.688,7.44,4.936,1.275072086,26.5060241,54.21686747,Coral,26.5060241,0
22-10-15,T11,Green,PD,RCP,7:00,2.37,24.68,342,7.88,2.278,0.181,0.285,873.958,2121.141,123.177,2.914,1.924,1.073950294,18.07228916,83.13253012,Algae,7.228915663,51.80722892
22-10-15,T2,Green,PD,RCP,7:00,2.53,25.34,391,7.86,2.251,0.844,1.327,894.289,2085.561,126.328,2.912,1.929,1.079325898,61.44578314,79.5180723,Coral,8.43373494,0
22-10-15,T6,Green,PD,RCP,7:00,2.3,25.12,395,7.88,2.281,0.195,0.307,858.653,2106.279,132.461,3.053,2.021,1.082952448,24.09638554,55.42168675,Algae,21.68674699,9.638554217
22-10-15,T11,Green,PD,RCP,12:00,3.77,25.79,1115,8.17,2.253,0.555,0.873,382.745,1919.463,227.247,5.24,3.477,1.173765788,18.07228916,83.13253012,Algae,7.228915663,51.80722892
22-10-15,T2,Green,PD,RCP,12:00,5.71,25.78,1086,8.05,2.185,1.152,1.812,520.72,1927.904,177.874,4.102,2.722,1.133355188,61.44578314,79.5180723,Coral,8.43373494,0
22-10-15,T6,Green,PD,RCP,12:00,5.91,25.15,959,8.08,2.263,0.446,0.701,495.112,1987.185,191.96,4.424,2.93,1.138796841,24.09638554,55.42168675,Algae,21.68674699,9.638554217
22-10-15,T10,Red,RCP,RCP,7:00,2.31,27.91,358,7.88,2.288,-0.03,-0.047,898.432,2114.08,134.575,3.199,2.134,1.082267464,2.409638554,74.69879518,Algae,2.409638554,3.614457831
22-10-15,T3,Red,RCP,RCP,7:00,1.37,28.62,358,7.91,2.288,0.08,0.126,815.012,2079.302,153.729,3.556,2.382,1.100369259,8.433734939,93.97590362,Coral,2.409638554,0
22-10-15,T9,Red,RCP,RCP,7:00,2.31,28.37,358,7.92,2.293,0.075,0.118,793.825,2080.415,156.102,3.61,2.416,1.102183939,7.228915662,67.46987952,Coral,7.228915662,0
22-10-15,T10,Red,RCP,RCP,12:00,3.88,29.32,980,8.21,2.271,0.233,0.366,347.537,1880.72,264.192,6.116,4.107,1.20751627,2.409638554,74.69879518,Algae,2.409638554,3.614457831
22-10-15,T3,Red,RCP,RCP,12:00,5.19,29.51,980,8.12,2.268,0.381,0.599,452.262,1936.186,227.901,5.278,3.546,1.171375064,8.433734939,93.97590362,Coral,2.409638554,0
22-10-15,T9,Red,RCP,RCP,12:00,3.35,29.48,980,8.24,2.268,0.349,0.549,317.304,1855.724,277.719,6.431,4.32,1.222164503,7.228915662,67.46987952,Coral,7.228915662,0
22-10-15,T1,Yellow,RCP,PD,7:00,2.77,28.96,340,8.24,2.285,0.079,0.124,319.418,1875.059,277.042,6.411,4.299,1.21862832,6.024096385,61.44578314,Coral,6.024096385,1.204819277
22-10-15,T12,Yellow,RCP,PD,7:00,2.1,27.84,383,8.21,2.271,0.052,0.082,357.339,1918.317,244.341,5.808,3.873,1.183850219,7.228915662,78.31325301,Coral,4.819277108,1.204819277
22-10-15,T7,Yellow,RCP,PD,7:00,1.82,28.75,426,8.21,2.274,0.312,0.491,347.427,1888.114,261.487,6.049,4.053,1.204376431,8.433734939,69.87951808,Coral,7.228915662,1.204819277
22-10-15,T1,Yellow,RCP,PD,12:00,5.71,29.32,998,8.42,2.28,0.221,0.348,181.649,1730.697,363.205,8.409,5.646,1.317388312,6.024096385,61.44578314,Coral,6.024096385,1.204819277
22-10-15,T12,Yellow,RCP,PD,12:00,3.77,29.33,1039,8.46,2.272,0.198,0.311,158.753,1691.601,381.697,8.837,5.934,1.343106324,7.228915662,78.31325301,Coral,4.819277108,1.204819277
22-10-15,T7,Yellow,RCP,PD,12:00,5.91,29.07,1096,8.43,2.242,0.554,0.871,172.662,1693.754,359.93,8.33,5.588,1.323686911,8.433734939,69.87951808,Coral,7.228915662,1.204819277
08-12-15,T4,Blue,PD,PD,7:00,2.96,26.2,409,8.09,2.262,0.184,0.289,483.834,1973.196,200.226,4.619,3.069,1.146363564,28.91566266,59.03614459,Coral,27.71084338,0
08-12-15,T5,Blue,PD,PD,7:00,1.93,26.25,406,8.09,2.25,0.17,0.267,481.267,1961.885,199.345,4.599,3.056,1.146856212,44.57831325,50.60240963,Coral,32.53012048,10.84337349
08-12-15,T8,Blue,PD,PD,7:00,2.47,26.24,435,8.09,2.281,0.356,0.56,488.185,1990.26,202.174,4.664,3.099,1.146081416,30.12048193,48.19277109,Coral,28.91566265,0
08-12-15,T4,Blue,PD,PD,12:00,3.47,27.92,845,8.39,2.253,0.477,0.75,197.456,1745.604,335.504,7.754,5.181,1.290670736,28.91566266,59.03614459,Coral,27.71084338,0
08-12-15,T5,Blue,PD,PD,12:00,2.81,27.87,751,8.37,2.234,0.544,0.856,208.45,1745.396,322.73,7.458,4.983,1.279938765,44.57831325,50.60240963,Coral,32.53012048,10.84337349
08-12-15,T8,Blue,PD,PD,12:00,4.86,28.35,633,8.39,2.222,0.59,0.928,194.533,1715.422,333.06,7.701,5.154,1.295308093,30.12048193,48.19277109,Coral,28.91566265,0
08-12-15,T11,Green,PD,RCP,7:00,3.03,26.33,293,7.86,2.281,0.377,0.593,913.286,2109.044,131.357,3.031,2.014,1.081532675,32.53012048,55.42168674,Algae,15.6626506,43.37349398
08-12-15,T2,Green,PD,RCP,7:00,1.97,26.3,239,7.84,2.245,0.843,1.326,946.747,2083.821,124.121,2.864,1.903,1.077347814,59.03614459,77.10843374,Coral,15.66265061,0
08-12-15,T6,Green,PD,RCP,7:00,2.44,26.31,346,7.87,2.268,0.398,0.626,884.146,2092.221,133.112,3.071,2.041,1.084015503,22.89156627,59.03614458,Algae,21.68674699,16.86746988
08-12-15,T11,Green,PD,RCP,12:00,6.84,28.21,947,8.25,2.217,0.727,1.143,299.528,1814.994,268.468,6.207,4.151,1.221491641,32.53012048,55.42168674,Algae,15.6626506,43.37349398
08-12-15,T2,Green,PD,RCP,12:00,3.5,28.16,838,8.14,2.102,1.587,2.496,391.736,1784.576,211.381,4.887,3.268,1.177870822,59.03614459,77.10843374,Coral,15.66265061,0
08-12-15,T6,Green,PD,RCP,12:00,3.07,27.28,1056,8.21,2.237,0.57,0.896,339.836,1867.49,249.194,5.755,3.837,1.197864513,22.89156627,59.03614458,Algae,21.68674699,16.86746988
08-12-15,T10,Red,RCP,RCP,7:00,1.54,30.28,76,7.9,2.288,0.066,0.104,846.463,2074.78,156.948,3.638,2.451,1.102767522,9.638554217,72.28915663,Algae,2.409638554,9.638554217
08-12-15,T3,Red,RCP,RCP,7:00,2.47,30.36,76,7.9,2.279,0.079,0.124,843.455,2065.872,156.606,3.631,2.447,1.103166121,12.04819277,46.98795181,Coral,2.409638554,0
08-12-15,T9,Red,RCP,RCP,7:00,1.68,30.37,76,7.92,2.28,0.047,0.074,799.415,2056.502,162.777,3.774,2.543,1.108678718,6.024096386,67.46987952,Algae,6.024096386,7.228915663
08-12-15,T10,Red,RCP,RCP,12:00,4.04,28.34,753,8.08,2.277,0.335,0.527,506.513,1977.62,207.989,4.809,3.218,1.151383987,9.638554217,72.28915663,Algae,2.409638554,9.638554217
08-12-15,T3,Red,RCP,RCP,12:00,4.58,30.98,753,8.23,2.27,0.387,0.609,328.554,1851.659,281.817,6.54,4.417,1.225927668,12.04819277,46.98795181,Coral,2.409638554,0
08-12-15,T9,Red,RCP,RCP,12:00,3.35,28.64,753,8.17,2.264,0.243,0.382,389,1907.032,243.05,5.622,3.766,1.187185113,6.024096386,67.46987952,Algae,6.024096386,7.228915663
08-12-15,T1,Yellow,RCP,PD,7:00,2.78,29.81,373,8.23,2.288,0.14,0.22,330.371,1877.458,277.73,6.434,4.327,1.218669073,8.433734939,37.34939759,Algae,4.819277108,3.614457831
08-12-15,T12,Yellow,RCP,PD,7:00,1.8,29.61,381,8.16,2.275,0.133,0.209,404.041,1915.729,245.211,5.679,3.817,1.187537486,7.228915662,37.34939759,Coral,4.819277108,2.409638554
08-12-15,T7,Yellow,RCP,PD,7:00,3.1,29.72,397,8.19,2.266,0.469,0.738,368.425,1886.707,257.212,5.958,4.006,1.201034395,7.228915662,61.44578313,Coral,13.25301205,0
08-12-15,T1,Yellow,RCP,PD,12:00,3.5,30.67,621,8.48,2.264,0.296,0.466,147.673,1654.831,398.437,9.242,6.235,1.368115536,8.433734939,37.34939759,Algae,4.819277108,3.614457831
08-12-15,T12,Yellow,RCP,PD,12:00,6.84,31.39,809,8.47,2.263,0.332,0.522,152.437,1654.827,397.64,9.234,6.246,1.36751455,7.228915662,37.34939759,Coral,4.819277108,2.409638554
08-12-15,T7,Yellow,RCP,PD,12:00,3.07,30.82,643,8.49,2.222,0.725,1.14,139.821,1611.202,396.048,9.189,6.202,1.379094614,7.228915662,61.44578313,Coral,13.25301205,0
